,trial,dataset,epsilon,scale,domain,GreedyH,Opt
371,21,HEPTH,0.01,100000,4096,672.743175177,905.077739614
372,22,HEPTH,0.01,100000,4096,568.219988095,606.831592168
373,23,HEPTH,0.01,100000,4096,811.409403556,522.173963197
374,24,HEPTH,0.01,100000,4096,455.085054266,558.845937639
375,0,HEPTH,1.0,100000,256,7.94288970422,18.727904234
376,1,HEPTH,1.0,100000,256,14.4391353141,17.2499560305
377,2,HEPTH,1.0,100000,256,5.92328772135,9.28068882853
378,3,HEPTH,1.0,100000,256,14.2984216176,7.2024855599
379,4,HEPTH,1.0,100000,256,7.6226332673,9.57084123128
380,5,HEPTH,1.0,100000,256,9.68289166992,7.34725673352
381,6,HEPTH,1.0,100000,256,16.5035288447,6.1718378491
382,7,HEPTH,1.0,100000,256,11.2646815137,8.41907438873
383,8,HEPTH,1.0,100000,256,7.66420719302,11.1383018552
384,9,HEPTH,1.0,100000,256,11.4568370296,6.84781759869
385,10,HEPTH,1.0,100000,256,5.86511825969,9.05146272545
386,11,HEPTH,1.0,100000,256,9.35117426202,8.34662241905
387,12,HEPTH,1.0,100000,256,17.5776836042,6.72023850227
388,13,HEPTH,1.0,100000,256,6.20494849518,9.07427468966
389,14,HEPTH,1.0,100000,256,9.22402499154,8.53328147156
390,15,HEPTH,1.0,100000,256,6.25701192488,6.68209648208
391,16,HEPTH,1.0,100000,256,11.2690931194,8.33698491485
392,17,HEPTH,1.0,100000,256,10.6264441811,12.3387136324
393,18,HEPTH,1.0,100000,256,5.78067652307,9.00239930152
394,19,HEPTH,1.0,100000,256,6.58466327861,7.48062066924
395,20,HEPTH,1.0,100000,256,8.20133884882,8.42049368593
396,21,HEPTH,1.0,100000,256,7.72171163036,9.8851717735
397,22,HEPTH,1.0,100000,256,7.87689762472,13.847978764
398,23,HEPTH,1.0,100000,256,12.6671335758,7.34022760095
399,24,HEPTH,1.0,100000,256,8.12719318521,6.65736725463
400,0,HEPTH,1.0,100000,1024,13.3380159796,10.6238572042
401,1,HEPTH,1.0,100000,1024,15.4740294443,10.4287127684
402,2,HEPTH,1.0,100000,1024,11.6492904534,11.0700010891
403,3,HEPTH,1.0,100000,1024,13.7671837115,7.65741672143
404,4,HEPTH,1.0,100000,1024,10.1388236302,14.8442575581
405,5,HEPTH,1.0,100000,1024,23.0416682331,11.6450198064
406,6,HEPTH,1.0,100000,1024,16.0966238621,15.3760908782
407,7,HEPTH,1.0,100000,1024,8.97591912835,10.4601164842
408,8,HEPTH,1.0,100000,1024,16.406004805,18.1408767219
409,9,HEPTH,1.0,100000,1024,15.2757537813,13.7642606499
410,10,HEPTH,1.0,100000,1024,11.4365023093,12.4789598995
411,11,HEPTH,1.0,100000,1024,15.8997256156,10.7416210818
412,12,HEPTH,1.0,100000,1024,16.9322312494,9.73602281863
413,13,HEPTH,1.0,100000,1024,13.5512320803,9.91450995759
414,14,HEPTH,1.0,100000,1024,14.3421263841,9.69241470659
415,15,HEPTH,1.0,100000,1024,17.1740174876,8.67159120458
416,16,HEPTH,1.0,100000,1024,11.4487109908,9.56703185951
417,17,HEPTH,1.0,100000,1024,14.4633198116,12.5889156618
418,18,HEPTH,1.0,100000,1024,12.9622009412,10.1708262013
419,19,HEPTH,1.0,100000,1024,12.255158554,8.34700710531
420,20,HEPTH,1.0,100000,1024,18.6847616298,9.00502707873
421,21,HEPTH,1.0,100000,1024,9.2021078619,11.7549536256
422,22,HEPTH,1.0,100000,1024,20.1275062748,8.79271872515
423,23,HEPTH,1.0,100000,1024,11.8949411626,13.7836186442
424,24,HEPTH,1.0,100000,1024,16.4002775746,8.0838214571
425,0,HEPTH,1.0,100000,4096,13.8006280062,11.8460209396
426,1,HEPTH,1.0,100000,4096,15.1539399549,11.7046321773
427,2,HEPTH,1.0,100000,4096,19.4589981729,17.4197015392
428,3,HEPTH,1.0,100000,4096,17.0504777803,14.9233730703
429,4,HEPTH,1.0,100000,4096,21.4177845338,11.4224788345
430,5,HEPTH,1.0,100000,4096,34.5457385529,14.7623220179
431,6,HEPTH,1.0,100000,4096,23.008862076,15.3898552717
432,7,HEPTH,1.0,100000,4096,15.7633864784,11.9567683505
433,8,HEPTH,1.0,100000,4096,24.8116008668,13.7381085968
434,9,HEPTH,1.0,100000,4096,51.6756375335,15.1272255953
435,10,HEPTH,1.0,100000,4096,18.2399936215,15.7705720503
436,11,HEPTH,1.0,100000,4096,15.8516231495,15.0902478545
437,12,HEPTH,1.0,100000,4096,21.6740065641,11.8773169334
438,13,HEPTH,1.0,100000,4096,27.6652053857,11.753724379
439,14,HEPTH,1.0,100000,4096,16.0149116151,12.5468718329
440,15,HEPTH,1.0,100000,4096,14.8947392891,13.5283993382
441,16,HEPTH,1.0,100000,4096,22.210205708,14.6071357777
442,17,HEPTH,1.0,100000,4096,22.2714193044,12.4207213883
443,18,HEPTH,1.0,100000,4096,13.0903254397,16.2367743211
444,19,HEPTH,1.0,100000,4096,49.6952793104,18.0201570486
445,20,HEPTH,1.0,100000,4096,21.7545580828,16.0484983159
446,21,HEPTH,1.0,100000,4096,28.4856909382,11.0366794029
447,22,HEPTH,1.0,100000,4096,29.3231325888,15.8547232517
448,23,HEPTH,1.0,100000,4096,18.5521991499,13.2939112716
449,24,HEPTH,1.0,100000,4096,17.3055406885,14.492147987
450,0,NETTRACE,0.01,100000,256,181.377520967,271.12779126
451,1,NETTRACE,0.01,100000,256,356.429160951,374.027464318
452,2,NETTRACE,0.01,100000,256,784.218385229,377.034895536
453,3,NETTRACE,0.01,100000,256,633.120815837,261.772350209
454,4,NETTRACE,0.01,100000,256,460.236773919,131.482265602
455,5,NETTRACE,0.01,100000,256,467.231038707,366.370531068
456,6,NETTRACE,0.01,100000,256,190.338349895,220.46325518
457,7,NETTRACE,0.01,100000,256,514.401076952,335.210175778
458,8,NETTRACE,0.01,100000,256,323.543216583,441.321710246
459,9,NETTRACE,0.01,100000,256,667.052597906,461.755611807
460,10,NETTRACE,0.01,100000,256,142.2023585,155.667194587
461,11,NETTRACE,0.01,100000,256,732.916010157,788.186058874
462,12,NETTRACE,0.01,100000,256,980.05878179,544.001558862
463,13,NETTRACE,0.01,100000,256,139.918134599,197.496941579
464,14,NETTRACE,0.01,100000,256,187.592909867,807.171731177
465,15,NETTRACE,0.01,100000,256,236.312091814,330.194192072
466,16,NETTRACE,0.01,100000,256,618.554287162,812.194840557
467,17,NETTRACE,0.01,100000,256,496.179807148,315.509263843
468,18,NETTRACE,0.01,100000,256,264.666888154,271.436019722
469,19,NETTRACE,0.01,100000,256,193.397752491,363.322362411
470,20,NETTRACE,0.01,100000,256,476.702564183,614.177243114
471,21,NETTRACE,0.01,100000,256,563.473207685,636.226917539
472,22,NETTRACE,0.01,100000,256,291.25257541,275.1434649
473,23,NETTRACE,0.01,100000,256,517.002039056,231.247931894
474,24,NETTRACE,0.01,100000,256,351.321726532,372.517100433
475,0,NETTRACE,0.01,100000,1024,673.82789178,279.384604209
476,1,NETTRACE,0.01,100000,1024,211.44378422,273.42457972
477,2,NETTRACE,0.01,100000,1024,257.457645572,315.038348981
478,3,NETTRACE,0.01,100000,1024,466.958745599,134.021505652
479,4,NETTRACE,0.01,100000,1024,671.536233555,486.321852711
480,5,NETTRACE,0.01,100000,1024,981.784505726,325.626637466
481,6,NETTRACE,0.01,100000,1024,632.826046124,339.001062791
482,7,NETTRACE,0.01,100000,1024,729.914936105,561.705144314
483,8,NETTRACE,0.01,100000,1024,577.354218727,212.921886965
484,9,NETTRACE,0.01,100000,1024,682.876361354,311.635639342
485,10,NETTRACE,0.01,100000,1024,454.177355878,1065.6486737
486,11,NETTRACE,0.01,100000,1024,289.061399292,403.746379765
487,12,NETTRACE,0.01,100000,1024,1293.62911062,608.205471013
488,13,NETTRACE,0.01,100000,1024,729.634723486,323.921199833
489,14,NETTRACE,0.01,100000,1024,1141.56213144,321.585189613
490,15,NETTRACE,0.01,100000,1024,277.191403844,287.434643593
491,16,NETTRACE,0.01,100000,1024,586.413705474,215.809078931
492,17,NETTRACE,0.01,100000,1024,714.187337808,288.2491064
493,18,NETTRACE,0.01,100000,1024,225.604405299,238.677005503
494,19,NETTRACE,0.01,100000,1024,752.236632885,347.857472873
495,20,NETTRACE,0.01,100000,1024,608.362521842,331.24412817
496,21,NETTRACE,0.01,100000,1024,670.461511942,431.789753766
497,22,NETTRACE,0.01,100000,1024,530.434566868,515.924310247
498,23,NETTRACE,0.01,100000,1024,1497.56674561,492.712757062
499,24,NETTRACE,0.01,100000,1024,386.234920449,235.148248199
500,0,NETTRACE,0.01,100000,4096,342.372733379,913.404661437
501,1,NETTRACE,0.01,100000,4096,420.629623002,344.232882172
502,2,NETTRACE,0.01,100000,4096,273.928299237,557.27513162
503,3,NETTRACE,0.01,100000,4096,313.492653795,380.027236344
504,4,NETTRACE,0.01,100000,4096,465.956455624,680.394314471
505,5,NETTRACE,0.01,100000,4096,889.610777218,283.314628602
506,6,NETTRACE,0.01,100000,4096,750.297363619,435.607817643
507,7,NETTRACE,0.01,100000,4096,393.378967558,540.625987239
508,8,NETTRACE,0.01,100000,4096,347.723220148,846.52355294
509,9,NETTRACE,0.01,100000,4096,310.937263383,408.679703645
510,10,NETTRACE,0.01,100000,4096,539.878768674,266.920687594
511,11,NETTRACE,0.01,100000,4096,499.813047163,274.347599779
512,12,NETTRACE,0.01,100000,4096,1728.72352825,335.147569573
513,13,NETTRACE,0.01,100000,4096,1702.52200924,609.489651926
514,14,NETTRACE,0.01,100000,4096,665.921922843,215.840452414
515,15,NETTRACE,0.01,100000,4096,238.079027437,241.560522765
516,16,NETTRACE,0.01,100000,4096,354.238298672,342.393468975
517,17,NETTRACE,0.01,100000,4096,854.172048958,288.069928324
518,18,NETTRACE,0.01,100000,4096,345.00241872,379.956738045
519,19,NETTRACE,0.01,100000,4096,997.850938357,322.17191925
520,20,NETTRACE,0.01,100000,4096,213.510562156,277.586172734
521,21,NETTRACE,0.01,100000,4096,864.334217114,287.679607534
522,22,NETTRACE,0.01,100000,4096,1300.08038718,402.636499396
523,23,NETTRACE,0.01,100000,4096,1685.56807683,223.65791196
524,24,NETTRACE,0.01,100000,4096,601.963244925,283.350902544
525,0,NETTRACE,1.0,100000,256,6.1655763667,7.70980102598
526,1,NETTRACE,1.0,100000,256,4.10409717171,2.57627965999
527,2,NETTRACE,1.0,100000,256,2.61599166756,5.37615139431
528,3,NETTRACE,1.0,100000,256,4.04200357786,1.76071219645
529,4,NETTRACE,1.0,100000,256,7.24545069369,1.82881626454
530,5,NETTRACE,1.0,100000,256,10.4210849113,2.46768878728
531,6,NETTRACE,1.0,100000,256,5.36507684228,2.47811224735
532,7,NETTRACE,1.0,100000,256,7.56775500437,2.39524579517
533,8,NETTRACE,1.0,100000,256,4.48470283306,2.64968340412
534,9,NETTRACE,1.0,100000,256,4.01493110113,4.37220255585
535,10,NETTRACE,1.0,100000,256,6.34392941815,1.77497802012
536,11,NETTRACE,1.0,100000,256,2.93903644838,3.96812864843
537,12,NETTRACE,1.0,100000,256,9.02345645009,1.82082568401
538,13,NETTRACE,1.0,100000,256,2.91545610974,4.07552950197
539,14,NETTRACE,1.0,100000,256,2.46724437471,1.83405368115
540,15,NETTRACE,1.0,100000,256,2.84932560643,1.96080196656
541,16,NETTRACE,1.0,100000,256,5.3607253338,2.66160099238
542,17,NETTRACE,1.0,100000,256,3.26218742763,3.42585620701
543,18,NETTRACE,1.0,100000,256,3.52507615557,2.47915269091
544,19,NETTRACE,1.0,100000,256,2.01196191209,3.75749278559
545,20,NETTRACE,1.0,100000,256,6.13181169448,3.3815308708
546,21,NETTRACE,1.0,100000,256,1.5686074537,2.28547395769
547,22,NETTRACE,1.0,100000,256,2.98508640197,6.57866160293
548,23,NETTRACE,1.0,100000,256,6.09232015447,6.28264114145
549,24,NETTRACE,1.0,100000,256,3.51321726519,1.90064853161
550,0,NETTRACE,1.0,100000,1024,3.77466451835,2.37315641168
551,1,NETTRACE,1.0,100000,1024,10.2270590579,5.02749097569
552,2,NETTRACE,1.0,100000,1024,11.7349308991,6.52288465402
553,3,NETTRACE,1.0,100000,1024,6.2296175413,2.53607906456
554,4,NETTRACE,1.0,100000,1024,4.71519055103,4.46019754257
555,5,NETTRACE,1.0,100000,1024,18.7463200926,2.44093067429
556,6,NETTRACE,1.0,100000,1024,1.60970143655,3.81681806469
557,7,NETTRACE,1.0,100000,1024,5.48287307872,2.69813239491
558,8,NETTRACE,1.0,100000,1024,2.34379845344,2.89773891639
559,9,NETTRACE,1.0,100000,1024,5.70355472525,6.28501972772
560,10,NETTRACE,1.0,100000,1024,1.9435609462,1.87701937759
561,11,NETTRACE,1.0,100000,1024,3.72253721639,2.94595318856
562,12,NETTRACE,1.0,100000,1024,15.2757456252,2.20969841745
563,13,NETTRACE,1.0,100000,1024,5.83766256344,2.1719577896
564,14,NETTRACE,1.0,100000,1024,9.82416987426,3.53958512611
565,15,NETTRACE,1.0,100000,1024,2.74174860948,3.52593127011
566,16,NETTRACE,1.0,100000,1024,2.11648745094,3.4053733283
567,17,NETTRACE,1.0,100000,1024,2.2777818404,2.7322057204
568,18,NETTRACE,1.0,100000,1024,6.26861390775,3.75850785943
569,19,NETTRACE,1.0,100000,1024,1.78306179952,2.34934583161
570,20,NETTRACE,1.0,100000,1024,1.98136614593,4.9286505531
571,21,NETTRACE,1.0,100000,1024,13.8356734413,2.18395350866
572,22,NETTRACE,1.0,100000,1024,1.71074251272,2.750550897
573,23,NETTRACE,1.0,100000,1024,11.8206732533,1.98760239294
574,24,NETTRACE,1.0,100000,1024,9.77213381191,3.5733697698
575,0,NETTRACE,1.0,100000,4096,4.66410684747,2.56071397134
576,1,NETTRACE,1.0,100000,4096,1.32734631674,4.12125295221
577,2,NETTRACE,1.0,100000,4096,4.06405022532,2.94797915287
578,3,NETTRACE,1.0,100000,4096,11.4593869574,4.99967154667
579,4,NETTRACE,1.0,100000,4096,3.56864114594,7.79569303297
580,5,NETTRACE,1.0,100000,4096,24.2689143028,7.37728865428
581,6,NETTRACE,1.0,100000,4096,4.03548097943,4.08767148946
582,7,NETTRACE,1.0,100000,4096,6.95610952706,3.7388866782
583,8,NETTRACE,1.0,100000,4096,5.85331414325,3.47087805417
584,9,NETTRACE,1.0,100000,4096,15.6093682957,5.48778782673
585,10,NETTRACE,1.0,100000,4096,10.7523188252,4.71226728389
586,11,NETTRACE,1.0,100000,4096,4.43746290501,5.89056539554
587,12,NETTRACE,1.0,100000,4096,9.32665269277,3.35110627791
588,13,NETTRACE,1.0,100000,4096,5.12798445215,2.63025805124
589,14,NETTRACE,1.0,100000,4096,1.87488631428,3.36945154849
590,15,NETTRACE,1.0,100000,4096,6.29192715887,3.54276206572
591,16,NETTRACE,1.0,100000,4096,16.8640080714,3.42096669074
592,17,NETTRACE,1.0,100000,4096,11.7558974449,4.55945454651
593,18,NETTRACE,1.0,100000,4096,2.69849510568,3.15869535051
594,19,NETTRACE,1.0,100000,4096,9.12830605821,14.6099373581
595,20,NETTRACE,1.0,100000,4096,5.70778825571,3.4670620772
596,21,NETTRACE,1.0,100000,4096,6.72856579512,3.35757851661
597,22,NETTRACE,1.0,100000,4096,8.61659235336,3.98289954478
598,23,NETTRACE,1.0,100000,4096,9.23977842096,3.00515329089
599,24,NETTRACE,1.0,100000,4096,3.71440036318,5.88581692263
600,0,PATENT,0.01,100000,256,1035.29862743,914.313932987
601,1,PATENT,0.01,100000,256,554.813183491,1033.99597828
602,2,PATENT,0.01,100000,256,462.261766341,605.650611499
603,3,PATENT,0.01,100000,256,536.483387265,556.712848235
604,4,PATENT,0.01,100000,256,423.970348905,324.76430252
605,5,PATENT,0.01,100000,256,624.111182547,673.510085901
606,6,PATENT,0.01,100000,256,741.702846619,728.715301785
607,7,PATENT,0.01,100000,256,995.10670246,802.221563384
608,8,PATENT,0.01,100000,256,436.094481076,430.910704793
609,9,PATENT,0.01,100000,256,632.879081193,740.232598148
610,10,PATENT,0.01,100000,256,600.77049511,397.873538578
611,11,PATENT,0.01,100000,256,528.196225591,559.017053464
612,12,PATENT,0.01,100000,256,850.665080961,950.889707965
613,13,PATENT,0.01,100000,256,444.779984991,971.003719611
614,14,PATENT,0.01,100000,256,597.68635839,491.249444514
615,15,PATENT,0.01,100000,256,261.955000868,344.493408033
616,16,PATENT,0.01,100000,256,1311.37017773,1088.85473247
617,17,PATENT,0.01,100000,256,982.262161414,608.154747854
618,18,PATENT,0.01,100000,256,409.368220568,343.724796105
619,19,PATENT,0.01,100000,256,879.574565963,423.650086808
620,20,PATENT,0.01,100000,256,567.101607026,802.17178971
621,21,PATENT,0.01,100000,256,566.547905888,1319.95425961
622,22,PATENT,0.01,100000,256,486.208330908,757.850631563
623,23,PATENT,0.01,100000,256,485.051613018,487.499709902
624,24,PATENT,0.01,100000,256,594.965815344,515.544979584
625,0,PATENT,0.01,100000,1024,733.260973357,909.091542441
626,1,PATENT,0.01,100000,1024,495.491243471,561.13643162
627,2,PATENT,0.01,100000,1024,719.346627554,884.103709811
628,3,PATENT,0.01,100000,1024,493.766872271,519.92561638
629,4,PATENT,0.01,100000,1024,878.244268029,463.612717451
630,5,PATENT,0.01,100000,1024,458.770585256,617.577523892
631,6,PATENT,0.01,100000,1024,513.304916054,420.514405003
632,7,PATENT,0.01,100000,1024,447.813391433,645.073611646
633,8,PATENT,0.01,100000,1024,652.142995311,521.341571001
634,9,PATENT,0.01,100000,1024,1396.20792124,874.391862636
635,10,PATENT,0.01,100000,1024,775.584967549,936.870615108
636,11,PATENT,0.01,100000,1024,940.141739711,1072.32799026
637,12,PATENT,0.01,100000,1024,1053.61579019,605.263238199
638,13,PATENT,0.01,100000,1024,684.755020124,455.020036767
639,14,PATENT,0.01,100000,1024,746.180739794,577.820924403
640,15,PATENT,0.01,100000,1024,360.188842614,254.544244005
641,16,PATENT,0.01,100000,1024,625.326322891,568.492455994
642,17,PATENT,0.01,100000,1024,1066.70720784,819.899821262
643,18,PATENT,0.01,100000,1024,442.84777144,541.666632796
644,19,PATENT,0.01,100000,1024,901.374988972,1044.82697062
645,20,PATENT,0.01,100000,1024,537.074130028,479.437724296
646,21,PATENT,0.01,100000,1024,602.200786048,869.193678772
647,22,PATENT,0.01,100000,1024,887.806088186,952.395049414
648,23,PATENT,0.01,100000,1024,919.04204955,845.64650682
649,24,PATENT,0.01,100000,1024,1089.78187815,975.452506566
650,0,PATENT,0.01,100000,4096,556.463684319,785.723394824
651,1,PATENT,0.01,100000,4096,429.369225011,512.687444129
652,2,PATENT,0.01,100000,4096,578.190291257,523.02792633
653,3,PATENT,0.01,100000,4096,484.566499653,762.609582391
654,4,PATENT,0.01,100000,4096,436.782562547,479.821039202
655,5,PATENT,0.01,100000,4096,1030.80015213,463.749046271
656,6,PATENT,0.01,100000,4096,455.806749086,446.780004114
657,7,PATENT,0.01,100000,4096,511.084172172,614.43558764
658,8,PATENT,0.01,100000,4096,558.20646607,649.15992248
659,9,PATENT,0.01,100000,4096,524.182216031,643.953446165
660,10,PATENT,0.01,100000,4096,585.83229123,735.927187498
661,11,PATENT,0.01,100000,4096,379.121639099,575.825812211
662,12,PATENT,0.01,100000,4096,1345.17620944,1024.37235511
663,13,PATENT,0.01,100000,4096,790.770314733,690.565203003
664,14,PATENT,0.01,100000,4096,962.545620529,569.95418066
665,15,PATENT,0.01,100000,4096,450.063060451,489.17298569
666,16,PATENT,0.01,100000,4096,706.273764586,646.146992006
667,17,PATENT,0.01,100000,4096,977.545156638,633.581261841
668,18,PATENT,0.01,100000,4096,444.999602834,513.564599124
669,19,PATENT,0.01,100000,4096,567.896730863,460.599524683
670,20,PATENT,0.01,100000,4096,712.349235414,649.913134127
671,21,PATENT,0.01,100000,4096,837.850262419,801.473005879
672,22,PATENT,0.01,100000,4096,844.776961973,721.200577619
673,23,PATENT,0.01,100000,4096,1406.40495203,972.288851555
674,24,PATENT,0.01,100000,4096,659.719173907,681.039027517
675,0,PATENT,1.0,100000,256,10.8025017153,13.1075451063
676,1,PATENT,1.0,100000,256,11.2567638273,7.39472502589
677,2,PATENT,1.0,100000,256,7.72376135524,7.03978871143
678,3,PATENT,1.0,100000,256,14.4209706888,7.11488198918
679,4,PATENT,1.0,100000,256,8.72073005809,14.3336145307
680,5,PATENT,1.0,100000,256,14.1508361623,7.1821148688
681,6,PATENT,1.0,100000,256,19.4727837174,9.79225783278
682,7,PATENT,1.0,100000,256,8.89324126535,13.8977567431
683,8,PATENT,1.0,100000,256,11.2355327372,9.20534713913
684,9,PATENT,1.0,100000,256,10.4458252461,11.4192942719
685,10,PATENT,1.0,100000,256,7.62999295117,8.28785468742
686,11,PATENT,1.0,100000,256,8.25937202541,9.15131507437
687,12,PATENT,1.0,100000,256,22.0076477268,9.9950572329
688,13,PATENT,1.0,100000,256,5.89059003712,9.82384783738
689,14,PATENT,1.0,100000,256,13.3985974348,6.03506128589
690,15,PATENT,1.0,100000,256,7.3583197451,9.12804231416
691,16,PATENT,1.0,100000,256,12.2626703412,9.20779967141
692,17,PATENT,1.0,100000,256,9.0247525811,17.2279504374
693,18,PATENT,1.0,100000,256,6.233258669,11.8177478646
694,19,PATENT,1.0,100000,256,6.84874933713,7.92487095996
695,20,PATENT,1.0,100000,256,9.30098532035,9.60875293536
696,21,PATENT,1.0,100000,256,18.8851978569,5.31425766987
697,22,PATENT,1.0,100000,256,12.0445758642,6.84183303161
698,23,PATENT,1.0,100000,256,11.9456112562,8.86632753823
699,24,PATENT,1.0,100000,256,9.04181230937,8.7322847294
700,0,PATENT,1.0,100000,1024,21.0510832326,10.6156975525
701,1,PATENT,1.0,100000,1024,23.2976973424,11.1840019409
702,2,PATENT,1.0,100000,1024,10.7706239621,11.4483735823
703,3,PATENT,1.0,100000,1024,16.0956817374,11.123303105
704,4,PATENT,1.0,100000,1024,26.7590229779,14.3720182393
705,5,PATENT,1.0,100000,1024,29.3658747929,10.9592931245
706,6,PATENT,1.0,100000,1024,24.8160187931,11.7875467149
707,7,PATENT,1.0,100000,1024,10.2498711051,9.63494395898
708,8,PATENT,1.0,100000,1024,16.9147700765,18.4773551353
709,9,PATENT,1.0,100000,1024,18.6182659187,9.40272795077
710,10,PATENT,1.0,100000,1024,30.6057313368,10.6422497066
711,11,PATENT,1.0,100000,1024,9.76106099105,12.752892123
712,12,PATENT,1.0,100000,1024,20.0516227736,11.1491458625
713,13,PATENT,1.0,100000,1024,10.4002449182,8.72613499392
714,14,PATENT,1.0,100000,1024,16.2255937316,9.19229671584
715,15,PATENT,1.0,100000,1024,19.7908972257,9.47231313903
716,16,PATENT,1.0,100000,1024,9.75155284675,10.2689961457
717,17,PATENT,1.0,100000,1024,24.813220784,14.0764681686
718,18,PATENT,1.0,100000,1024,11.6514839289,8.75921641943
719,19,PATENT,1.0,100000,1024,15.7200013639,8.90912035394
720,20,PATENT,1.0,100000,1024,8.59814784412,9.6446369261
721,21,PATENT,1.0,100000,1024,12.5352929127,12.335275457
722,22,PATENT,1.0,100000,1024,12.3427673077,10.4526775518
723,23,PATENT,1.0,100000,1024,32.8269338797,12.7629641118
724,24,PATENT,1.0,100000,1024,9.02322703623,10.5168477266
725,0,PATENT,1.0,100000,4096,18.0158565941,13.429725642
726,1,PATENT,1.0,100000,4096,17.9238997456,20.9455891768
727,2,PATENT,1.0,100000,4096,25.140901416,13.4904836572
728,3,PATENT,1.0,100000,4096,31.1828424318,14.2486852082
729,4,PATENT,1.0,100000,4096,29.2084367024,12.6505028478
730,5,PATENT,1.0,100000,4096,16.5502268077,19.0156744242
731,6,PATENT,1.0,100000,4096,15.5799574115,11.739713723
732,7,PATENT,1.0,100000,4096,20.2157888402,16.6653518052
733,8,PATENT,1.0,100000,4096,20.7347909577,13.8851065095
734,9,PATENT,1.0,100000,4096,24.0998758665,12.1519103974
735,10,PATENT,1.0,100000,4096,22.3321068228,14.8231356017
736,11,PATENT,1.0,100000,4096,17.4579863996,17.4978617105
737,12,PATENT,1.0,100000,4096,20.07718466,11.4093423425
738,13,PATENT,1.0,100000,4096,13.7576258151,14.1264949668
739,14,PATENT,1.0,100000,4096,33.0909535681,12.6733783091
740,15,PATENT,1.0,100000,4096,34.3120644152,21.9423048235
741,16,PATENT,1.0,100000,4096,30.1823009152,13.910760398
742,17,PATENT,1.0,100000,4096,18.246789668,14.7692649862
743,18,PATENT,1.0,100000,4096,13.825090485,11.7388788859
744,19,PATENT,1.0,100000,4096,40.8368490229,13.3243825225
745,20,PATENT,1.0,100000,4096,12.7860367876,13.7725253756
746,21,PATENT,1.0,100000,4096,12.6230338765,25.8067612778
747,22,PATENT,1.0,100000,4096,34.1218080449,18.3987828225
748,23,PATENT,1.0,100000,4096,14.3375721668,10.9133995448
749,24,PATENT,1.0,100000,4096,29.9550348568,15.4034492522
